gamma1_loss,gamma2_loss,gamma3_loss,gamma4_loss,D_loss,mean_loss,epoch,step
0.010019917041063309,0.008023644797503948,0.009770721197128296,0.004075339529663324,1.5447248220443726,0.3153229057788849,0,0
0.007472860626876354,0.005819513462483883,0.00866542849689722,1.1056123184971511e-05,0.33398908376693726,0.07119159400463104,1,1
0.05653827264904976,0.043466173112392426,0.06414838135242462,0.0007923498633317649,0.009223283268511295,0.03483369201421738,2,2
0.04867502674460411,0.028601136058568954,0.05569230392575264,0.00782482884824276,0.21714892983436584,0.0715884417295456,3,3
0.011788184754550457,0.0017074232455343008,0.013471242971718311,0.05460317060351372,0.2021433562040329,0.056742675602436066,4,4
0.00016852795670274645,0.003213895484805107,0.00021950461086817086,0.09835535287857056,0.07562331855297089,0.03551612049341202,5,5
0.0014164693420752883,0.01031624898314476,0.0014747495297342539,0.10754115879535675,0.006789802573621273,0.02550768479704857,6,6
0.002563837915658951,0.011373350396752357,0.0027519718278199434,0.09182180464267731,0.005058117210865021,0.022713815793395042,7,7
0.001502509112469852,0.007642853073775768,0.0016847442602738738,0.0670163631439209,0.030887294560670853,0.02174675092101097,8,8
0.00015378220996353775,0.0030318989884108305,0.0002217764558736235,0.043026216328144073,0.05647411197423935,0.020581556484103203,9,9
0.0004484884557314217,0.000284182489849627,0.0003477089630905539,0.024209175258874893,0.07057800143957138,0.01917351223528385,10,10
0.003230872331187129,0.0004940615617670119,0.0029630863573402166,0.011608000844717026,0.0716838389635086,0.01799597218632698,11,11
0.008234425447881222,0.0034253254998475313,0.007854844443500042,0.004482668824493885,0.06276222318410873,0.017351897433400154,12,12
0.014365178532898426,0.007949664257466793,0.013968229293823242,0.0012626965763047338,0.04833316057920456,0.017175786197185516,13,13
0.02010408788919449,0.012516802176833153,0.019797446206212044,0.00022919964976608753,0.032774411141872406,0.017084389925003052,14,14
0.023983249440789223,0.01565357856452465,0.02385520190000534,4.4769996748073027e-05,0.019306909292936325,0.0165687408298254,15,15
0.025053445249795914,0.016428446397185326,0.02514425292611122,0.00010429050598759204,0.009555699303746223,0.01525722723454237,16,16
0.023183999583125114,0.014734146185219288,0.023473815992474556,0.0006102468469180167,0.003675761166960001,0.013135594315826893,17,17
0.01905370131134987,0.011255747638642788,0.01947360299527645,0.002321244915947318,0.0008753218571655452,0.010595923289656639,18,18
0.013840310275554657,0.007136797998100519,0.014300188049674034,0.006065831985324621,3.0380160751519725e-05,0.008274701423943043,19,19
0.008770308457314968,0.0035107810981571674,0.009189511649310589,0.012232701294124126,0.00013497281179297715,0.00676765525713563,20,20
0.004731681197881699,0.0011092679342254996,0.005059558432549238,0.020451925694942474,0.0005035703652538359,0.006371201016008854,21,21
0.002084595151245594,8.824256656225771e-05,0.0023055975325405598,0.029590046033263206,0.0007802692125551403,0.006969749927520752,22,22
0.0006995509029366076,0.00010339704022044316,0.0008261393522843719,0.03805374726653099,0.0008530727354809642,0.008107181638479233,23,23
0.00016190503083635122,0.000563308596611023,0.00022208192967809737,0.044276896864175797,0.0007490601274184883,0.009194650687277317,24,24
2.8062999263056554e-05,0.0009276554919779301,5.378310015657917e-05,0.04719013720750809,0.0005486851441673934,0.009749664925038815,25,25
1.786360371625051e-05,0.0009182700887322426,3.7290748878149316e-05,0.04649006202816963,0.00033165598870255053,0.009559028781950474,26,26
7.928405102575198e-05,0.0005733489524573088,0.00011270208051428199,0.04263355955481529,0.00015272335440386087,0.00871032290160656,27,27
0.0003317211230751127,0.00015867300680838525,0.00038968585431575775,0.036609068512916565,3.920672679669224e-05,0.0075056711211800575,28,28
0.0009427882032468915,4.752963832288515e-06,0.0010254771914333105,0.029608648270368576,1.0364203717472265e-08,0.006316335406154394,29,29
0.002004638547077775,0.00034835166297852993,0.0021021796856075525,0.02272190898656845,3.744596688193269e-05,0.005442905239760876,30,30
0.003459369298070669,0.001235157367773354,0.0035535343922674656,0.016732387244701385,0.00015655234165024012,0.005027399864047766,31,31
0.005095604807138443,0.0025075229350477457,0.005163103807717562,0.012043120339512825,0.00036927300971001387,0.0050357249565422535,32,32
0.006609959993511438,0.0038694937247782946,0.00662718852981925,0.008720176294445992,0.0006922739557921886,0.005303818732500076,33,33
0.0077041881158947945,0.004996099509298801,0.007652423344552517,0.006611117627471685,0.00113810901530087,0.0056203873828053474,34,34
0.008177642710506916,0.005641792435199022,0.008047536015510559,0.00548255629837513,0.0017012223834171891,0.005810149945318699,35,35
0.00798036064952612,0.005707954056560993,0.007774115540087223,0.005126234143972397,0.0023436376359313726,0.005786460358649492,36,36
0.007211378775537014,0.005250939168035984,0.006942146457731724,0.005404967814683914,0.002987874438986182,0.0055594611912965775,37,37
0.006071413401514292,0.004438493400812149,0.0057600210420787334,0.006239897571504116,0.0035242498852312565,0.005206814967095852,38,38
0.004794161766767502,0.0034804251044988632,0.004464314319193363,0.0075629414059221745,0.0038345721550285816,0.004827282857149839,39,39
0.003583220299333334,0.0025632462929934263,0.0032565719448029995,0.009266299195587635,0.003826736705377698,0.004499214701354504,40,40
0.002572998171672225,0.0018093179678544402,0.0022651643957942724,0.011174604296684265,0.0034689500462263823,0.00425820704549551,41,41
0.0018195956945419312,0.0012677466729655862,0.0015379469841718674,0.013051586225628853,0.0028101028874516487,0.004097395576536655,42,42
0.0013165458803996444,0.000931473565287888,0.0010597707005217671,0.014638429507613182,0.001976362895220518,0.003984516952186823,43,43
0.001023353892378509,0.0007675000815652311,0.0007825217908248305,0.01570911891758442,0.0011411715531721711,0.003884733421728015,44,44
0.0008930273470468819,0.0007446961826644838,0.000653511262498796,0.01612284779548645,0.0004750755033455789,0.0037778313271701336,45,45
0.0008882636902853847,0.0008477191440761089,0.0006319080712273717,0.015855267643928528,9.072337707038969e-05,0.003662776667624712,46,46
0.0009828609181568027,0.0010732797672972083,0.0006899313884787261,0.014997877180576324,3.553887381713139e-06,0.0035495006013661623,47,47
0.0011525418376550078,0.0014142135623842478,0.0008035058854147792,0.01372731663286686,0.00012733793118968606,0.003444983158260584,48,48
0.0013644101563841105,0.001842952100560069,0.0009419227135367692,0.012255950830876827,0.000312339689116925,0.00334351509809494,49,49
0.001573873683810234,0.002305955160409212,0.0010653488570824265,0.010781432501971722,0.00041454387246631086,0.0032282311003655195,50,50
0.0017324043437838554,0.002734000328928232,0.0011330393608659506,0.009450981393456459,0.0003645668039098382,0.003082998562604189,51,51
0.001801937585696578,0.0030634021386504173,0.0011173344682902098,0.008347145281732082,0.00019950521527789533,0.002905864967033267,52,52
0.001767428359016776,0.0032568066380918026,0.0010143775725737214,0.007492785342037678,3.8249003409873694e-05,0.002713929396122694,53,53
0.0016403610352426767,0.003313033375889063,0.0008448425796814263,0.006866791285574436,1.3159036825527437e-05,0.0025356372352689505,54,54
