gamma1_loss,gamma2_loss,D_loss,mean_loss,epoch,step
0.05631721392273903,0.4700954854488373,137.70843505859375,46.07828140258789,0,0
0.030939625576138496,0.37027066946029663,137.5220184326172,45.97441101074219,1,1
0.013149327598512173,0.28463277220726013,137.3427276611328,45.88016891479492,2,2
0.002968482207506895,0.21255411207675934,137.16998291015625,45.795166015625,3,3
1.7047530491254292e-05,0.15269476175308228,137.00390625,45.7188720703125,4,4
0.0036875123623758554,0.10397489368915558,136.8442840576172,45.65065002441406,5,5
0.013193605467677116,0.06551036238670349,136.69070434570312,45.58980178833008,6,6
0.027581848204135895,0.036567654460668564,136.54266357421875,45.53560256958008,7,7
0.04575905576348305,0.016482744365930557,136.39955139160156,45.48726272583008,8,8
0.06653138250112534,0.004573875572532415,136.26089477539062,45.44399642944336,9,9
0.08865367621183395,8.544608863303438e-05,136.12611389160156,45.40495300292969,10,10
0.11089958250522614,0.0021561807952821255,135.994873046875,45.36930847167969,11,11
0.13214416801929474,0.00980670377612114,135.8668212890625,45.33625793457031,12,12
0.15141510963439941,0.02195192314684391,135.74168395996094,45.30501937866211,13,13
0.16791942715644836,0.03744010999798775,135.6191864013672,45.274845123291016,14,14
0.18106593191623688,0.05511027202010155,135.49913024902344,45.24510192871094,15,15
0.1904817372560501,0.07385656982660294,135.38125610351562,45.21520233154297,16,16
0.19601716101169586,0.09268660843372345,135.26536560058594,45.184688568115234,17,17
0.1977357566356659,0.11076544225215912,135.15113830566406,45.15321350097656,18,18
0.19589170813560486,0.12744103372097015,135.03823852539062,45.12052536010742,19,19
0.1908964216709137,0.14225201308727264,134.92625427246094,45.08646774291992,20,20
0.18327787518501282,0.1549203097820282,134.81471252441406,45.050968170166016,21,21
0.1736375242471695,0.1653338372707367,134.70306396484375,45.01401138305664,22,22
0.16260701417922974,0.1735226809978485,134.59060668945312,44.975582122802734,23,23
0.1508089303970337,0.17963457107543945,134.47657775878906,44.935672760009766,24,24
0.1388241946697235,0.18391357362270355,134.3600311279297,44.89426040649414,25,25
0.12716569006443024,0.18668082356452942,134.2398223876953,44.85122299194336,26,26
0.11625833064317703,0.18831488490104675,134.1145782470703,44.80638885498047,27,27
0.10642771422863007,0.18923252820968628,133.9827423095703,44.759464263916016,28,28
0.09790138155221939,0.18986788392066956,133.84255981445312,44.71010971069336,29,29
0.09082270413637161,0.19065545499324799,133.6921844482422,44.65789031982422,30,30
0.08526786416769028,0.19201292097568512,133.52976989746094,44.602352142333984,31,31
0.08126066625118256,0.19432714581489563,133.35354614257812,44.54304504394531,32,32
0.0787845104932785,0.1979394257068634,133.1618194580078,44.47951126098633,33,33
0.07779021561145782,0.20313316583633423,132.95314025878906,44.41135787963867,34,34
0.07820015400648117,0.21011854708194733,132.7262725830078,44.33819580078125,35,35
0.07990720868110657,0.21901774406433105,132.48020935058594,44.259708404541016,36,36
0.08276926726102829,0.22984930872917175,132.2142333984375,44.17561721801758,37,37
0.08659958839416504,0.24251270294189453,131.9278564453125,44.08565902709961,38,38
0.09116043150424957,0.2567775547504425,131.62074279785156,43.989559173583984,39,39
0.09615922719240189,0.2722770869731903,131.2925262451172,43.88698959350586,40,40
0.10125584155321121,0.2885129749774933,130.94281005859375,43.77752685546875,41,41
0.10607878863811493,0.30487489700317383,130.5709991455078,43.660648345947266,42,42
0.1102542132139206,0.32067540287971497,130.17616271972656,43.53569793701172,43,43
0.11344049870967865,0.3351965546607971,129.75694274902344,43.401859283447266,44,44
0.11536412686109543,0.34774643182754517,129.31158447265625,43.25823211669922,45,45
0.11584649980068207,0.3577161431312561,128.8376922607422,43.10375213623047,46,46
0.11482042819261551,0.3646335303783417,128.33245849609375,42.93730163574219,47,47
0.11232820153236389,0.3682147264480591,127.79241180419922,42.75764846801758,48,48
0.10850323736667633,0.36840397119522095,127.21348571777344,42.56346893310547,49,49
0.10353909432888031,0.36541035771369934,126.59085845947266,42.353267669677734,50,50
0.09765766561031342,0.3597199320793152,125.91889953613281,42.125423431396484,51,51
0.09108871966600418,0.352073609828949,125.19096374511719,41.87804412841797,52,52
0.08406747877597809,0.3433956801891327,124.39921569824219,41.608890533447266,53,53
0.07683639228343964,0.3346652388572693,123.53453063964844,41.31534194946289,54,54
0.06964121758937836,0.32673346996307373,122.58637237548828,40.99424743652344,55,55
0.06271446496248245,0.32013624906539917,121.54267120361328,40.64183807373047,56,56
0.05624484270811081,0.31494787335395813,120.389892578125,40.25369644165039,57,57
0.05033942312002182,0.3107542395591736,119.11298370361328,39.82468795776367,58,58
0.04500629007816315,0.30675649642944336,117.69530487060547,39.349021911621094,59,59
0.040183939039707184,0.3019837737083435,116.11875915527344,38.820308685302734,60,60
0.03579724207520485,0.2955532968044281,114.36347198486328,38.231605529785156,61,61
0.03179433196783066,0.2868940532207489,112.40782165527344,37.575504302978516,62,62
0.028149869292974472,0.27586716413497925,110.22821807861328,36.84407424926758,63,63
0.02483804151415825,0.262768417596817,107.79911804199219,36.028907775878906,64,64
0.021788138896226883,0.24825173616409302,105.09378814697266,35.12127685546875,65,65
0.018864717334508896,0.23321093618869781,102.08604431152344,34.11270523071289,66,66
0.015905853360891342,0.2186497151851654,98.75251770019531,32.99569320678711,67,67
0.012789947912096977,0.2055613249540329,95.07442474365234,31.764259338378906,68,68
0.009491384960711002,0.194802388548851,91.03933715820312,30.41454315185547,69,69
0.006129232235252857,0.18694761395454407,86.64376068115234,28.945613861083984,70,70
0.0030163745395839214,0.18214823305606842,81.89598083496094,27.360380172729492,71,71
0.000710208376403898,0.18005682528018951,76.81907653808594,25.66661262512207,72,72
4.857669409830123e-05,0.17982707917690277,71.45352935791016,23.877803802490234,73,73
0.00210647564381361,0.1801745593547821,65.85869598388672,22.01365852355957,74,74
0.00796611700206995,0.17958644032478333,60.113792419433594,20.10045051574707,75,75
0.018235431984066963,0.17671944200992584,54.318607330322266,18.171186447143555,76,76
0.032477881759405136,0.170761838555336,48.593990325927734,16.265743255615234,77,77
0.04894068464636803,0.16156776249408722,43.08021545410156,14.430241584777832,78,78
0.0648317039012909,0.1494840681552887,37.93315505981445,12.715824127197266,79,79
0.07711672782897949,0.1349436491727829,33.31985092163086,11.177303314208984,80,80
0.083681620657444,0.11827823519706726,29.408369064331055,9.870110511779785,81,81
0.08447209000587463,0.09978345036506653,26.34150505065918,8.841920852661133,82,82
0.0816757008433342,0.07965587079524994,24.193378448486328,8.118236541748047,83,83
0.07860478013753891,0.057974640280008316,22.92818832397461,7.688255310058594,84,84
0.07837803661823273,0.03549055755138397,22.384462356567383,7.499443531036377,85,85
0.08334967494010925,0.015025312080979347,22.296764373779297,7.465046405792236,86,86
0.09506332874298096,0.0019080390920862556,22.352497100830078,7.483156204223633,87,87
0.11408340930938721,0.0018975649727508426,22.268293380737305,7.461424827575684,88,88
0.13965903222560883,0.01736680418252945,21.860279083251953,7.339101791381836,89,89
0.16974565386772156,0.046721067279577255,21.086469650268555,7.100979328155518,90,90
0.20130762457847595,0.08710077404975891,20.04139518737793,6.776601791381836,91,91
0.23091426491737366,0.1350480169057846,18.906164169311523,6.424042224884033,92,92
0.25537109375,0.18571022152900696,17.881608963012695,6.107563495635986,93,93
0.2720203101634979,0.2329421192407608,17.124645233154297,5.876535892486572,94,94
0.2789163291454315,0.27091336250305176,16.702180862426758,5.750670433044434,95,95
0.27513378858566284,0.2963279187679291,16.57634925842285,5.71593713760376,96,96
0.26115912199020386,0.3094772696495056,16.628332138061523,5.73298978805542,97,97
0.23897065222263336,0.3133089244365692,16.712467193603516,5.754915714263916,98,98
0.21160371601581573,0.311785489320755,16.71185874938965,5.745083332061768,99,99
0.18238799273967743,0.30870577692985535,16.568195343017578,5.686429977416992,100,100
0.15417931973934174,0.30692118406295776,16.281574249267578,5.580891132354736,101,101
0.12887969613075256,0.30785056948661804,15.893301010131836,5.443343639373779,102,102
0.10730418562889099,0.3112480342388153,15.465012550354004,5.294521808624268,103,103
0.08936189115047455,0.31528347730636597,15.059785842895508,5.154810428619385,104,104
0.07439397275447845,0.3169541358947754,14.726658821105957,5.039336204528809,105,105
0.06154955178499222,0.31286656856536865,14.490187644958496,4.954867839813232,106,106
0.050109609961509705,0.30030757188796997,14.347434043884277,4.8992838859558105,107,107
0.03970816358923912,0.2782541513442993,14.273415565490723,4.863792896270752,108,108
0.030380915850400925,0.24784667789936066,14.232378005981445,4.836868762969971,109,109
0.022426582872867584,0.21203796565532684,14.189751625061035,4.808071613311768,110,110
0.01615983620285988,0.17460325360298157,14.120378494262695,4.770380973815918,111,111
0.011705489829182625,0.13900098204612732,14.011658668518066,4.720788478851318,112,112
0.00894827488809824,0.10757817327976227,13.862836837768555,4.659787654876709,113,113
0.007634461857378483,0.0813148021697998,13.682499885559082,4.59048318862915,114,114
0.007517836056649685,0.06005287542939186,13.485132217407227,4.5175676345825195,115,115
0.008431724272668362,0.04298456758260727,13.287032127380371,4.4461493492126465,116,116
0.010237675160169601,0.02916145697236061,13.102055549621582,4.3804850578308105,117,117
0.012713705189526081,0.017900697886943817,12.938154220581055,4.322922706604004,118,118
0.015487967059016228,0.009022068232297897,12.796137809753418,4.273549556732178,119,119
0.01808471418917179,0.0028719145338982344,12.67103385925293,4.230663776397705,120,120
0.02005825750529766,9.714825137052685e-05,12.55510139465332,4.1917524337768555,121,121
0.021128345280885696,0.0012193688889965415,12.440793991088867,4.1543803215026855,122,122
0.021242443472146988,0.0061811478808522224,12.322566032409668,4.116663455963135,123,123
0.020538952201604843,0.014104945585131645,12.197331428527832,4.077325344085693,124,124
0.019254175946116447,0.023425785824656487,12.06429672241211,4.035658836364746,125,125
0.017620699480175972,0.032360151410102844,11.924633026123047,3.9915380477905273,126,126
0.015807168558239937,0.039474599063396454,11.780996322631836,3.9454259872436523,127,127
0.013903563842177391,0.04406994953751564,11.636580467224121,3.8981847763061523,128,128
0.011948625557124615,0.04623004421591759,11.493905067443848,3.850694417953491,129,129
0.009973268024623394,0.046572234481573105,11.353837966918945,3.8034613132476807,130,130
0.008036568760871887,0.04588436335325241,11.21553897857666,3.756486177444458,131,131
0.0062356432899832726,0.044820480048656464,11.077291488647461,3.709449291229248,132,132
0.004682332277297974,0.04374546557664871,10.937612533569336,3.662013530731201,133,133
0.003463609842583537,0.04273396357893944,10.79582405090332,3.6140072345733643,134,134
0.0026109321042895317,0.04166889935731888,10.65191650390625,3.565398931503296,135,135
0.0021000083070248365,0.040384504944086075,10.506028175354004,3.5161707401275635,136,136
0.0018756987992674112,0.03879979997873306,10.358155250549316,3.4662768840789795,137,137
0.0018757658544927835,0.03699112311005592,10.208127975463867,3.4156646728515625,138,138
0.002034524455666542,0.035187363624572754,10.05568790435791,3.3643033504486084,139,139
0.0022684824652969837,0.033700358122587204,9.90050220489502,3.312156915664673,140,140
0.0024709166027605534,0.032829709351062775,9.742072105407715,3.259124279022217,141,141
0.0025334260426461697,0.03278477489948273,9.579818725585938,3.2050459384918213,142,142
0.0023882335517555475,0.033638715744018555,9.413329124450684,3.149785280227661,143,143
0.0020413105376064777,0.03530416637659073,9.242571830749512,3.093305826187134,144,144
0.0015700081130489707,0.03753051906824112,9.067922592163086,3.035674571990967,145,145
0.0010847633238881826,0.03993252292275429,8.88989543914795,2.976970911026001,146,146
0.0006781232659704983,0.04206367954611778,8.708907127380371,2.9172163009643555,147,147
0.00039343207026831806,0.0435253381729126,8.525106430053711,2.85634183883667,148,148
0.0002253110724268481,0.044077157974243164,8.338420867919922,2.794241189956665,149,149
