gamma1_loss,gamma2_loss,gamma3_loss,gamma4_loss,D_loss,mean_loss,epoch,step
0.11477114260196686,0.10032828897237778,0.10645199567079544,0.10862085223197937,1.5983549356460571,0.4057054817676544,0,0
