gamma1_loss,gamma2_loss,gamma3_loss,gamma4_loss,D_loss,mean_loss,data_loss,epoch,step
0.0007253019721247256,0.0007443400681950152,0.0009457658743485808,0.0007977552013471723,0.044457096606492996,0.009876972995698452,0.010480515658855438,19,39
0.0016130206640809774,0.0016001425683498383,0.001931284787133336,0.0016855350695550442,0.04444551095366478,0.010063237510621548,0.009725560434162617,20,41
0.001716097816824913,0.001617891015484929,0.0020041305106133223,0.0017347404500469565,0.044410839676856995,0.0102654118090868,0.010210277512669563,21,43
0.0010490037966519594,0.0008830935694277287,0.0012218303745612502,0.0010088257258757949,0.04435672238469124,0.010426489636301994,0.011698254384100437,22,45
0.00036159303272143006,0.00022012261615600437,0.00042790028965100646,0.00030947194318287075,0.0442948192358017,0.010746771469712257,0.013604993000626564,23,47
6.800027040299028e-05,1.469317157898331e-05,8.325708040501922e-05,4.557831198326312e-05,0.04423806071281433,0.011063391342759132,0.014888705685734749,24,49
2.239327659481205e-05,1.5459811038454063e-05,2.594909892650321e-05,1.884816629171837e-05,0.04419485107064247,0.011018485762178898,0.014825338497757912,25,51
8.168643398676068e-05,1.2613429134944454e-05,8.430877642240375e-05,4.760838783113286e-05,0.04416613280773163,0.010607704520225525,0.013651154935359955,26,53
0.0003285988059360534,0.00011597892444115132,0.00033073980011977255,0.00022299277770798653,0.04414589703083038,0.010189397260546684,0.012231975793838501,27,55
0.0007320739678107202,0.0003692322934512049,0.0007307970081456006,0.0005487450980581343,0.044124774634838104,0.010022361762821674,0.011291738599538803,28,57
0.0010033320868387818,0.000544953509233892,0.0009890556102618575,0.0007668884354643524,0.04409484565258026,0.01006275787949562,0.011088739149272442,29,59
0.0009350234759040177,0.0004654556978493929,0.0008993659284897149,0.000687145278789103,0.044053371995687485,0.010183912701904774,0.011549390852451324,30,61
0.0006468385108746588,0.00024572748225182295,0.000594374374486506,0.00042952055810019374,0.04400346800684929,0.010340426117181778,0.012375758029520512,31,63
0.00038749907980673015,8.800616342341527e-05,0.00033043368603102863,0.0002201356110163033,0.04395166411995888,0.01048022136092186,0.013093248009681702,32,65
0.0002733433502726257,3.696891508297995e-05,0.00021521278540603817,0.00013709612539969385,0.043904099613428116,0.010498743504285812,0.013289045542478561,33,67
0.0003000629076268524,4.0703809645492584e-05,0.00023121129197534174,0.0001489995192969218,0.04386343061923981,0.010363689623773098,0.012910072691738605,34,69
0.0004458215262275189,8.92561292857863e-05,0.0003540963225532323,0.00023895515187177807,0.04382781684398651,0.010177766904234886,0.012266142293810844,35,71
0.0006507686339318752,0.00017909961752593517,0.0005318858311511576,0.00037716663791798055,0.04379238560795784,0.01006309874355793,0.011747132055461407,36,73
0.0007923478842712939,0.00024523434694856405,0.0006512545514851809,0.00047287094639614224,0.04375225678086281,0.010050470009446144,0.01157758105546236,37,75
0.0007839410682208836,0.00022878874733578414,0.0006313713965937495,0.0004557195643428713,0.043705154210329056,0.010103410109877586,0.011762061156332493,38,77
0.0006625826354138553,0.00015622912906110287,0.0005100734415464103,0.0003580339252948761,0.04365229979157448,0.010177548043429852,0.01213062647730112,39,79
0.0005348389386199415,9.310158202424645e-05,0.00038784483331255615,0.00026384738157503307,0.04359722509980202,0.010226907208561897,0.012429608032107353,40,81
0.0004763366305269301,6.720719102304429e-05,0.00032964808633551,0.00022104212257545441,0.04354339465498924,0.010211019776761532,0.012469970621168613,41,83
0.0005052038468420506,7.294079114217311e-05,0.00034649146255105734,0.00023293272533919662,0.043492212891578674,0.01013252791017294,0.0122490543872118,42,85
0.000599115330260247,0.00010269439371768385,0.0004182561533525586,0.00028483016649261117,0.043442294001579285,0.010041381232440472,0.01192800235003233,43,87
0.0007032112334854901,0.0001401737827109173,0.0004990079905837774,0.0003443541645538062,0.04339057579636574,0.009986312128603458,0.011695004999637604,44,89
0.0007549280999228358,0.00015704390534665436,0.0005348384729586542,0.0003698412037920207,0.04333430901169777,0.009978308342397213,0.011646991595625877,45,91
0.0007322956807911396,0.00014168952475301921,0.0005070941988378763,0.0003465120098553598,0.04327256977558136,0.009998664259910583,0.011756256222724915,46,93
0.000669211964122951,0.00011190398799953982,0.00044627708848565817,0.00029919977532699704,0.04320652410387993,0.010018851608037949,0.011905972845852375,47,95
0.0006189063424244523,9.06309433048591e-05,0.00039773734170012176,0.00026242545573040843,0.04313834011554718,0.01001292560249567,0.011968842707574368,48,97
0.0006138926837593317,8.638056897325441e-05,0.00038696525734849274,0.00025293571525253356,0.04306959733366966,0.009972039610147476,0.011890589259564877,49,99
0.0006542093469761312,9.707990830065683e-05,0.00041282945312559605,0.0002685239305719733,0.04300021752715111,0.009912354871630669,0.01171773113310337,50,101
0.000713418354280293,0.00011494048521853983,0.00045392231550067663,0.00029431740404106677,0.0429285429418087,0.00986052118241787,0.01154923066496849,51,103
0.0007551829912699759,0.00012738205259665847,0.0004808624798897654,0.00030978111317381263,0.042852502316236496,0.009831194765865803,0.0114610455930233,52,105
0.0007587421569041908,0.00012603845971170813,0.0004768448998220265,0.0003031427040696144,0.042770832777023315,0.009820142760872841,0.011462264694273472,53,107
0.000733457098249346,0.00011497592640807852,0.0004499562201090157,0.00028087935061194,0.042683716863393784,0.009812135249376297,0.011500924825668335,54,109
0.0007071603322401643,0.00010482464858796448,0.00042286902316845953,0.0002591529628261924,0.04259227588772774,0.009791615419089794,0.011506487615406513,55,111
0.0007027677493169904,0.00010244214354315773,0.00041333859553560615,0.0002491926134098321,0.04249754548072815,0.009752213023602962,0.011440327391028404,56,113
0.0007244735606946051,0.00010831652616616338,0.0004241156857460737,0.0002518580586183816,0.042399536818265915,0.009700791910290718,0.011318462900817394,57,115
0.0007584054837934673,0.0001183184576802887,0.0004442793142516166,0.0002599164145067334,0.04229714348912239,0.009650819003582,0.011191184632480145,58,117
0.0007838982273824513,0.00012601712660398334,0.000457825546618551,0.00026335340226069093,0.042188797146081924,0.009610815905034542,0.011101250536739826,59,119
0.000789003330282867,0.0001273555972147733,0.0004555894702207297,0.0002567197079770267,0.042073436081409454,0.009579122066497803,0.011055235750973225,60,121
0.0007786008063703775,0.000124118072562851,0.0004415785660967231,0.00024304525868501514,0.041950952261686325,0.009547267109155655,0.011024978011846542,61,123
0.0007681132992729545,0.00012141762999817729,0.00042772514279931784,0.00022978568449616432,0.041821904480457306,0.009506809525191784,0.010972924530506134,62,125
0.000770159182138741,0.000122876837849617,0.0004234033403918147,0.00022202171385288239,0.0416867733001709,0.009455175139009953,0.010880998335778713,63,127
0.0007859797915443778,0.0001286679762415588,0.0004292961966712028,0.00021962275786790997,0.041545286774635315,0.009396875277161598,0.010761057958006859,64,129
0.0008063672576099634,0.00013615090574603528,0.00043844126048497856,0.00021860287233721465,0.04139640927314758,0.009338903240859509,0.01064078975468874,65,131
0.0008198952418752015,0.00014190709043759853,0.0004423720820341259,0.00021454253874253482,0.04123887047171593,0.009284665808081627,0.010539807379245758,66,133
0.0008220721501857042,0.00014452330651693046,0.00043787143658846617,0.00020607924670912325,0.04107188805937767,0.009231959469616413,0.010455991141498089,67,135
0.0008179955766536295,0.00014562458090949804,0.0004288144700694829,0.0001955510233528912,0.040895357728004456,0.0091756172478199,0.010370566509664059,68,137
0.0008167855557985604,0.0001479811908211559,0.00042183755431324244,0.00018626614473760128,0.040709540247917175,0.009111837483942509,0.010265263728797436,69,139
0.0008236968424171209,0.00015309645095840096,0.0004205786099191755,0.00017966635641641915,0.04051443561911583,0.009040886536240578,0.010136647149920464,70,141
0.000836624123621732,0.00016038563626352698,0.00042339906212873757,0.00017479626694694161,0.040309447795152664,0.008966222405433655,0.00999633688479662,71,143
0.0008489136816933751,0.00016793931717984378,0.00042555484105832875,0.00016963125381153077,0.040093522518873215,0.008891008794307709,0.00985882617533207,72,145
0.0008554959204047918,0.0001742286403896287,0.0004235486267134547,0.00016294240776915103,0.039865728467702866,0.008815426379442215,0.00972893089056015,73,147
0.0008569716010242701,0.00017944751016329974,0.0004179114766884595,0.00015524652553722262,0.03962564095854759,0.008736987598240376,0.009599287062883377,74,149
0.0008582895970903337,0.00018515523697715253,0.0004121091915294528,0.00014802110672462732,0.03937329351902008,0.008653010241687298,0.00945845153182745,75,151
0.0008638264844194055,0.00019273570796940476,0.00040906405774876475,0.00014223587641026825,0.03910871967673302,0.008562874048948288,0.00930129736661911,76,153
0.0008737243479117751,0.00020231690723448992,0.0004087837296538055,0.00013778121501673013,0.03883156180381775,0.008468198589980602,0.009132361970841885,77,155
0.0008844365947879851,0.0002129048079950735,0.00040890512173064053,0.00013396909344010055,0.0385410413146019,0.00837100949138403,0.008960182778537273,78,157
0.0008924336289055645,0.00022345401521306485,0.00040721072582527995,0.00013037066673859954,0.038236383348703384,0.008271808736026287,0.008788962848484516,79,159
0.0008974331431090832,0.00023392880393657833,0.0004036675672978163,0.00012724328553304076,0.03791722282767296,0.008169385604560375,0.008615522645413876,80,161
0.0009021740988828242,0.0002453009656164795,0.00040012848330661654,0.00012519910524133593,0.03758362680673599,0.008062253706157207,0.008433557115495205,81,163
0.0009093600092455745,0.0002585669863037765,0.0003983087372034788,0.00012460890866350383,0.03723578900098801,0.00795013178139925,0.008240187540650368,82,165
0.0009190520504489541,0.0002738900075200945,0.00039825210114941,0.00012545987556222826,0.03687365725636482,0.007834114134311676,0.008038363419473171,83,167
0.0009289421723224223,0.0002906386216636747,0.00039864974678494036,0.0001276473340112716,0.03649696707725525,0.007715484127402306,0.007833254523575306,84,169
0.0009368944447487593,0.00030819218955002725,0.00039841231773607433,0.00013124728866387159,0.036105576902627945,0.007594564463943243,0.0076271239668130875,85,171
0.0009429604397155344,0.0003266652929596603,0.00039776097401045263,0.00013649812899529934,0.03569983318448067,0.007470758631825447,0.007417983841150999,86,173
0.000948869448620826,0.00034678212250582874,0.00039779505459591746,0.00014357334293890744,0.03528052940964699,0.007343575358390808,0.007202889304608107,87,175
0.0009557922603562474,0.0003690898884087801,0.0003992076381109655,0.00015249162970576435,0.034848541021347046,0.00721342908218503,0.006981820799410343,88,177
0.0009629854466766119,0.0003934403066523373,0.00040165457176044583,0.00016328672063536942,0.03440461680293083,0.007081406190991402,0.006757934577763081,89,179
0.0009686544653959572,0.0004192548803985119,0.00040431649540551007,0.0001761322928359732,0.03394945338368416,0.00694836862385273,0.006534428335726261,90,181
0.0009718463406898081,0.0004462228389456868,0.0004068467824254185,0.00019122278899885714,0.033484041690826416,0.0068145073018968105,0.006311976350843906,91,183
0.0009731026366353035,0.00047459633788093925,0.0004095798940397799,0.00020858149218838662,0.0330098420381546,0.006679784972220659,0.0060895592905581,92,185
0.0009732590988278389,0.000504745461512357,0.00041288399370387197,0.0002280797780258581,0.03252854943275452,0.006544625852257013,0.005867240950465202,93,187
0.0009720444795675576,0.0005365876713767648,0.00041657834663055837,0.0002496780070941895,0.03204180300235748,0.006409995723515749,0.005647311918437481,94,189
0.0009681855444796383,0.0005695950821973383,0.00042008236050605774,0.0002735401794780046,0.03155115619301796,0.0062768589705228806,0.005432669539004564,95,191
0.0009607598185539246,0.0006033360841684043,0.00042299347114749253,0.000299820996588096,0.031058384105563164,0.006145776715129614,0.005224800668656826,96,193
0.0009499312727712095,0.0006378014804795384,0.00042530533391982317,0.0003284356789663434,0.030565619468688965,0.006017139181494713,0.005024007987231016,97,195
0.0009362261043861508,0.0006730962195433676,0.000427081948146224,0.0003591619315557182,0.03007511794567108,0.005891610402613878,0.004831163212656975,98,197
0.0009195299353450537,0.0007089848513714969,0.0004281486617401242,0.00039194428245536983,0.029588989913463593,0.005770143121480942,0.004648359026759863,99,199
0.0008992691873572767,0.0007449396653100848,0.0004282292502466589,0.0004269304918125272,0.02910911850631237,0.005653576925396919,0.004477684386074543,100,201
0.0008754084119573236,0.0007805763743817806,0.00042725418461486697,0.00046416500117629766,0.028637371957302094,0.005542447790503502,0.004320115782320499,101,203
0.0008487406303174794,0.0008157865377143025,0.00042538499110378325,0.0005034205387346447,0.028175611048936844,0.005437206476926804,0.004176021087914705,102,205
0.0008201330783776939,0.000850389595143497,0.00042279812623746693,0.0005444251582957804,0.027725424617528915,0.005338409449905157,0.004046174231916666,103,207
0.000790043210145086,0.000883917382452637,0.00041961396345868707,0.0005870683235116303,0.027287986129522324,0.0052465577609837055,0.003931541461497545,104,209
0.0007589648012071848,0.0009158486500382423,0.00041601056000217795,0.0006312080658972263,0.026864172890782356,0.005161861423403025,0.0038323940243571997,105,211
0.0007278820849023759,0.0009458476561121643,0.0004122696409467608,0.0006764051504433155,0.02645479142665863,0.005084323696792126,0.0037482811603695154,106,213
0.0006978668388910592,0.0009736136998981237,0.00040866699418984354,0.0007220378611236811,0.026060476899147034,0.005013888236135244,0.003678674343973398,107,215
0.0006695616757497191,0.0009986982913687825,0.0004053992161061615,0.0007675447268411517,0.025681549683213234,0.004950386937707663,0.0036230571568012238,108,217
0.000643346575088799,0.0010206563165411353,0.0004026058886665851,0.0008123467559926212,0.025318080559372902,0.004893432836979628,0.003580518299713731,109,219
0.0006196565227583051,0.0010391982505097985,0.00040036687278188765,0.0008556547109037638,0.024969926103949547,0.004842471797019243,0.00354977254755795,110,221
0.0005987983895465732,0.0010541126830503345,0.0003986711089964956,0.0008965914021246135,0.02463662438094616,0.004796861670911312,0.003529489040374756,111,223
0.0005807217094115913,0.001065220800228417,0.00039741877117194235,0.0009344021673314273,0.02431734837591648,0.004755862057209015,0.0035182994324713945,112,225
0.0005652080290019512,0.0010724784806370735,0.0003964428324252367,0.0009684148826636374,0.024010978639125824,0.004718644078820944,0.0035146973095834255,113,227
0.0005520534468814731,0.001075955806300044,0.00039552460657432675,0.0009979564929381013,0.02371625415980816,0.0046843718737363815,0.0035171806812286377,114,229
0.0005409702425822616,0.0010757866548374295,0.0003944223280996084,0.001022493583150208,0.023431839421391487,0.004652239847928286,0.0035243232268840075,115,231
0.0005315521266311407,0.0010722157312557101,0.00039290686254389584,0.0010417464654892683,0.02315635047852993,0.004621494561433792,0.0035347656812518835,116,233
0.0005234041018411517,0.0010655607329681516,0.0003907812060788274,0.001055614440701902,0.022888412699103355,0.004591478034853935,0.0035473110619932413,117,235
0.0005161833250895143,0.0010561117669567466,0.0003878934949170798,0.0010641454719007015,0.022626683115959167,0.004561642184853554,0.0035609749611467123,118,237
0.0005095520755276084,0.0010441804770380259,0.00038415391463786364,0.00106759590562433,0.02236989513039589,0.004531542304903269,0.0035749240778386593,119,239
0.000503203016705811,0.0010301257716491818,0.00037952940328978,0.0010664116125553846,0.022116918116807938,0.004500864073634148,0.0035885272081941366,120,241
0.0004969165311194956,0.0010142268147319555,0.00037402979796752334,0.0010611097095534205,0.02186681516468525,0.0044694324024021626,0.00360142276622355,121,243
0.0004905473324470222,0.0009966980433091521,0.0003676953201647848,0.001052248990163207,0.021618837490677834,0.004437170922756195,0.0036134296096861362,122,245
0.0004840091278310865,0.0009777756640687585,0.0003605836827773601,0.0010404305066913366,0.021372346207499504,0.004404079169034958,0.003624487668275833,123,247
0.0004772796528413892,0.0009576767333783209,0.00035275513073429465,0.0010262260911986232,0.021126702427864075,0.004370217677205801,0.0036346958950161934,124,249
0.00047040305798873305,0.0009365520672872663,0.0003442761080805212,0.0010101271327584982,0.020881226286292076,0.004335667006671429,0.0036442505661398172,125,251
0.00046345358714461327,0.0009145612129941583,0.0003352186759002507,0.0009925620397552848,0.020635221153497696,0.004300491418689489,0.0036533179227262735,126,253
0.0004565176204778254,0.0008919104002416134,0.0003256632189732045,0.0009739095694385469,0.020388035103678703,0.004264752380549908,0.003662032773718238,127,255
0.00044968968722969294,0.0008687754161655903,0.00031570790451951325,0.0009544724598526955,0.020139100030064583,0.004228505305945873,0.0036705071106553078,128,257
0.0004430572735145688,0.0008453103364445269,0.00030546708148904145,0.0009345025173388422,0.019887909293174744,0.004191775806248188,0.0036787819117307663,129,259
0.00043667841237038374,0.0008216827409341931,0.0002950615016743541,0.0009142267517745495,0.019634010270237923,0.004154570400714874,0.0036868297029286623,130,261
0.00043057723087258637,0.0007980395457707345,0.0002846062125172466,0.0008938470273278654,0.01937701925635338,0.004116896539926529,0.0036946346517652273,131,263
0.00042474683141335845,0.0007744594477117062,0.00027419877005741,0.0008735168958082795,0.01911664567887783,0.004078773781657219,0.0037022395990788937,132,265
0.00041914155008271337,0.0007509826682507992,0.0002639014564920217,0.0008533454383723438,0.01885272189974785,0.004040236584842205,0.0037097400054335594,133,267
0.00041367861558683217,0.0007276399410329759,0.0002537330728955567,0.000833398662507534,0.018585197627544403,0.0040013426914811134,0.003717301180586219,134,269
0.00040826236363500357,0.0007044377271085978,0.0002436799113638699,0.0008136870455928147,0.01831408403813839,0.003962164279073477,0.0037251522298902273,135,271
0.00040280280518345535,0.0006813678191974759,0.00023371382849290967,0.0007941627991385758,0.01803945004940033,0.003922773990780115,0.003733529709279537,136,273
0.0003972298000007868,0.0006584572838619351,0.00022381315648090094,0.0007747544441372156,0.017761411145329475,0.003883230034261942,0.0037426010239869356,137,275
0.00039150839438661933,0.0006357749807648361,0.0002139837306458503,0.0007553875329904258,0.01748014986515045,0.0038435780443251133,0.003752440679818392,138,277
0.0003856458642985672,0.0006134131690487266,0.00020427371782716364,0.0007359869196079671,0.01719590835273266,0.0038038454949855804,0.003763013519346714,139,279
0.0003796904638875276,0.0005914880894124508,0.00019477521709632128,0.0007165010320022702,0.01690896786749363,0.0037640370428562164,0.0037741612177342176,140,281
0.0003737126535270363,0.0005701479385606945,0.00018560310127213597,0.0006969174137338996,0.01661960408091545,0.0037241370882838964,0.0037856316193938255,141,283
0.0003677946515381336,0.0005495351506397128,0.0001768782822182402,0.0006772493361495435,0.016328081488609314,0.0036841274704784155,0.003797153476625681,142,285
0.0003620137576945126,0.0005297605530358851,0.00016870359831955284,0.0006575208972208202,0.016034657135605812,0.003643988398835063,0.003808472538366914,143,287
0.00035642768489196897,0.0005109112244099379,0.0001611447660252452,0.0006377615500241518,0.015739530324935913,0.003603697754442692,0.0038193725049495697,144,289
0.0003510676615405828,0.0004930543364025652,0.00015422161959577352,0.0006179998745210469,0.015442830510437489,0.003563228063285351,0.0038296799175441265,145,291
0.0003459514700807631,0.00047621942940168083,0.00014792312867939472,0.000598249607719481,0.015144565142691135,0.0035225318279117346,0.0038392432034015656,146,293
0.00034109424450434744,0.0004604111600201577,0.0001422217465005815,0.0005785226239822805,0.014844612218439579,0.0034815259277820587,0.0038478763308376074,147,295
0.00033651673584245145,0.0004456292372196913,0.00013708631740882993,0.0005588457570411265,0.01454269140958786,0.0034400830045342445,0.003855317598208785,148,297
0.00033225957304239273,0.0004318606515880674,0.00013249412586446851,0.0005392704042606056,0.014238319359719753,0.0033980251755565405,0.003861229633912444,149,299
0.00032838419429026544,0.00041906326077878475,0.00012842986325267702,0.0005198658327572048,0.013930808752775192,0.0033551331143826246,0.0038652215152978897,150,301
0.0003249620203860104,0.0004071668954566121,0.0001248740591108799,0.0005007231375202537,0.01361927017569542,0.0033111567609012127,0.0038668892811983824,151,303
0.000322064122883603,0.00039605924393981695,0.00012179368059150875,0.0004819356254301965,0.013302650302648544,0.0032658292911946774,0.0038658634293824434,152,305
0.0003197453042957932,0.00038558259257115424,0.00011913711205124855,0.00046358234249055386,0.012979786843061447,0.0032188869081437588,0.0038618508260697126,153,307
0.00031803842284716666,0.0003755396173801273,0.00011684203491313383,0.0004457142495084554,0.012649472802877426,0.003170078620314598,0.0038546433206647635,154,309
0.0003169505507685244,0.000365715182852,0.00011484656715765595,0.00042835294152610004,0.01231054775416851,0.003119180677458644,0.0038441207725554705,155,311
0.0003164689405821264,0.0003558949683792889,0.00011310891568427905,0.00041148948366753757,0.011961976066231728,0.003066013101488352,0.003830250585451722,156,313
0.0003165631496813148,0.00034589660936035216,0.00011161461588926613,0.00039510062197223306,0.011602967046201229,0.0030104678589850664,0.003813097020611167,157,315
0.00031718803802505136,0.000335573946358636,0.00011038073716918007,0.0003791504423134029,0.01123306155204773,0.002952531911432743,0.0037928635720163584,158,317
0.00031828045030124485,0.00032483451650477946,0.00010944784298771992,0.00036360748345032334,0.010852225124835968,0.0028923137579113245,0.003769910428673029,159,319
0.00031975857564248145,0.00031363952439278364,0.00010887027019634843,0.00034845067420974374,0.010460931807756424,0.0028300583362579346,0.0037447798531502485,160,321
0.00032152494532056153,0.00030200817855075,0.00010870683036046103,0.0003336797817610204,0.010060190223157406,0.002766151912510395,0.0037181880325078964,161,323
0.00032347391243092716,0.00029001146322116256,0.00010901280620601028,0.00031931785633787513,0.009651608765125275,0.0027011085767298937,0.003690974321216345,162,325
0.000325497385347262,0.00027776684146374464,0.00010983120591845363,0.00030541286105290055,0.0092374412342906,0.0026355511508882046,0.0036640269681811333,163,327
0.00032749553793109953,0.00026541194529272616,0.00011118842667201534,0.0002920198894571513,0.008820686489343643,0.002570175565779209,0.0036381694953888655,164,329
0.000329376693116501,0.00025308268959634006,0.00011308540706522763,0.0002791873994283378,0.008405189961194992,0.002505713375285268,0.003614036599174142,165,331
0.00033105682814493775,0.00024087066412903368,0.00011549353803275153,0.00026692033861763775,0.007995778694748878,0.0024428940378129482,0.0035919449292123318,166,333
0.00033246222301386297,0.00022881009499542415,0.00011835312034236267,0.0002551720244809985,0.007598253432661295,0.002382389735430479,0.003571762004867196,167,335
0.0003335309447720647,0.00021686495165340602,0.00012157538731116802,0.0002438360679661855,0.00721925450488925,0.0023247816134244204,0.0035528549924492836,168,337
0.0003342199488542974,0.0002049504837486893,0.0001250484201591462,0.00023276878346223384,0.006865843664854765,0.0022705139126628637,0.0035341018810868263,169,339
0.0003345134318806231,0.00019296699611004442,0.00012864632299169898,0.00022182495740707964,0.006544840522110462,0.002219878602772951,0.00351404189132154,170,341
0.0003344215510878712,0.0001808560627978295,0.0001322375755989924,0.00021091254893690348,0.006261987611651421,0.0021730184089392424,0.003491144860163331,171,343
0.00033397122751921415,0.00016865297220647335,0.00013569352449849248,0.0002000404492719099,0.006021073088049889,0.0021299547515809536,0.0034641555976122618,172,345
0.00033319354406557977,0.00015651389549020678,0.00013889893307350576,0.0001893395237857476,0.005823224782943726,0.0020906224381178617,0.003432425670325756,173,347
0.0003321089025121182,0.0001447128743166104,0.00014176232798490673,0.00017904856940731406,0.0056665753945708275,0.0020548980683088303,0.0033961173612624407,174,349
0.00033071250072680414,0.00013360079901758581,0.00014422186359297484,0.0001694658858468756,0.005546365398913622,0.0020225970074534416,0.003356190863996744,175,351
0.00032897296478040516,0.0001235272502526641,0.00014624652976635844,0.00016086097457446158,0.005455529782921076,0.001993445912376046,0.0033141819294542074,176,353
0.0003268362779635936,0.00011476113286335021,0.00014782833750359714,0.00015339248056989163,0.0053856526501476765,0.001967041753232479,0.003271813504397869,177,355
0.00032423570519313216,0.00010744958854047582,0.00014896861102897674,0.00014707270020153373,0.0053281160071492195,0.0019428437808528543,0.0032305927015841007,178,357
0.00032111851032823324,0.0001016164751490578,0.00014966978051234037,0.0001417802122887224,0.0052752140909433365,0.0019202172989025712,0.003191531402990222,179,359
0.0003174722078256309,9.719328227220103e-05,0.00014993568765930831,0.0001373129925923422,0.0052209459245204926,0.0018985196948051453,0.003155067563056946,180,361
0.00031334758386947215,9.406068420503289e-05,0.00014978037506807595,0.0001334521803073585,0.005161363631486893,0.0018772074254229665,0.0031211867462843657,181,363
0.0003088588418904692,9.207997936755419e-05,0.00014924014976713806,0.00013001510524190962,0.005094471387565136,0.0018559135496616364,0.003089639125391841,182,365
0.00030415455694310367,9.111747931456193e-05,0.0001483743981225416,0.0001268959022127092,0.005019856616854668,0.001834496040828526,0.0030601886101067066,183,367
0.0002993792586494237,9.103378397412598e-05,0.0001472621806897223,0.00012405161396600306,0.004938207101076841,0.0018130240496248007,0.0030327695421874523,184,369
0.00029463894315995276,9.168053657049313e-05,0.00014599153655581176,0.00012148798850830644,0.00485085416585207,0.001791715738363564,0.0030074978712946177,185,371
0.0002899820392485708,9.29062080103904e-05,0.00014464840933214873,0.00011924434511456639,0.004759389441460371,0.0017708501545712352,0.002984574530273676,186,373
0.00028541844221763313,9.454263636143878e-05,0.00014331335842143744,0.00011734871804947034,0.0046654134057462215,0.001750670955516398,0.0029641268774867058,187,375
0.00028094553272239864,9.642125951359048e-05,0.00014206006017047912,0.00011580827413126826,0.0045703984797000885,0.0017313187709078193,0.0029460566584020853,188,377
0.00027657210011966527,9.839284757617861e-05,0.00014095114602241665,0.0001146145150414668,0.0044756243005394936,0.0017128067556768656,0.0029299804009497166,189,379
0.00027233714354224503,0.00010031387500930578,0.00014003740216139704,0.00011371522123226896,0.004382194951176643,0.0016950314166024327,0.0029152599163353443,190,381
0.0002683002676349133,0.00010205896978732198,0.0001393511483911425,0.00011303227074677125,0.004291027784347534,0.0016778025310486555,0.0029010879807174206,191,383
0.0002645200293045491,0.00010353903780924156,0.00013890228001400828,0.00011248707596678287,0.004202832467854023,0.0016608984442427754,0.002886636648327112,192,385
0.0002610483206808567,0.00010467023821547627,0.00013868242967873812,0.00011197495041415095,0.0041181230917572975,0.001644101575948298,0.002871176926419139,193,387
