D_loss,epoch,gamma1_loss,gamma2_loss,gamma3_loss,gamma4_loss,mean_loss,step
2.115787982940674,0,0.0,0.0,0.0,0.0,0.42315757274627686,0
1.6003140211105347,1,0.0,0.0,0.0,0.0,0.3200627863407135,1
1.1721699237823486,2,0.0,0.0,0.0,0.0,0.23443397879600525,2
0.8278597593307495,3,0.0,0.0,0.0,0.0,0.16557194292545319,3
0.5641871690750122,4,0.0,0.0,0.0,0.0,0.11283743381500244,4
0.37818941473960876,5,0.0,0.0,0.0,0.0,0.07563788443803787,5
0.2660259008407593,6,0.0,0.0,0.0,0.0,0.053205180913209915,6
0.22137458622455597,7,0.0,0.0,0.0,0.0,0.04427491873502731,7
0.23281948268413544,8,0.0,0.0,0.0,0.0,0.04656389728188515,8
0.2810346782207489,9,0.0,0.0,0.0,0.0,0.05620693415403366,9
0.34009119868278503,10,0.0,0.0,0.0,0.0,0.06801824271678925,10
0.385861337184906,11,0.0,0.0,0.0,0.0,0.07717227190732956,11
0.4049971401691437,12,0.0,0.0,0.0,0.0,0.08099942654371262,12
0.3964591920375824,13,0.0,0.0,0.0,0.0,0.07929183542728424,13
0.3671312928199768,14,0.0,0.0,0.0,0.0,0.0734262615442276,14
0.32669296860694885,15,0.0,0.0,0.0,0.0,0.06533859670162201,15
0.28416967391967773,16,0.0,0.0,0.0,0.0,0.05683393403887749,16
0.2462625652551651,17,0.0,0.0,0.0,0.0,0.04925251752138138,17
0.21690666675567627,18,0.0,0.0,0.0,0.0,0.043381333351135254,18
0.1975371390581131,19,0.0,0.0,0.0,0.0,0.0395074263215065,19
0.1876889318227768,20,0.0,0.0,0.0,0.0,0.03753778710961342,20
0.1856817752122879,21,0.0,0.0,0.0,0.0,0.03713635355234146,21
0.18924154341220856,22,0.0,0.0,0.0,0.0,0.03784830868244171,22
0.19598761200904846,23,0.0,0.0,0.0,0.0,0.03919752314686775,23
0.20376914739608765,24,0.0,0.0,0.0,0.0,0.04075383022427559,24
0.2108648419380188,25,0.0,0.0,0.0,0.0,0.04217296838760376,25
0.21607297658920288,26,0.0,0.0,0.0,0.0,0.043214596807956696,26
0.2187199890613556,27,0.0,0.0,0.0,0.0,0.04374399781227112,27
0.21861229836940765,28,0.0,0.0,0.0,0.0,0.04372245818376541,28
0.21595342457294464,29,0.0,0.0,0.0,0.0,0.04319068416953087,29
0.2112421691417694,30,0.0,0.0,0.0,0.0,0.04224843531847,30
0.20516404509544373,31,0.0,0.0,0.0,0.0,0.041032809764146805,31
0.1984848529100418,32,0.0,0.0,0.0,0.0,0.03969697281718254,32
0.1919517070055008,33,0.0,0.0,0.0,0.0,0.03839034214615822,33
0.18620653450489044,34,0.0,0.0,0.0,0.0,0.03724130615592003,34
0.18171755969524384,35,0.0,0.0,0.0,0.0,0.03634351119399071,35
0.17873334884643555,36,0.0,0.0,0.0,0.0,0.03574667125940323,36
0.17726574838161469,37,0.0,0.0,0.0,0.0,0.03545314818620682,37
0.1771051436662674,38,0.0,0.0,0.0,0.0,0.03542102873325348,38
0.17786875367164612,39,0.0,0.0,0.0,0.0,0.035573750734329224,39
0.17907625436782837,40,0.0,0.0,0.0,0.0,0.035815250128507614,40
0.18024009466171265,41,0.0,0.0,0.0,0.0,0.03604801744222641,41
0.180952250957489,42,0.0,0.0,0.0,0.0,0.0361904501914978,42
0.1809501200914383,43,0.0,0.0,0.0,0.0,0.03619002550840378,43
0.1801467090845108,44,0.0,0.0,0.0,0.0,0.03602934256196022,44
0.17862209677696228,45,0.0,0.0,0.0,0.0,0.035724420100450516,45
0.17658182978630066,46,0.0,0.0,0.0,0.0,0.03531636670231819,46
0.17429642379283905,47,0.0,0.0,0.0,0.0,0.03485928475856781,47
0.17203745245933533,48,0.0,0.0,0.0,0.0,0.034407489001750946,48
0.17002537846565247,49,0.0,0.0,0.0,0.0,0.03400507569313049,49
0.16839687526226044,50,0.0,0.0,0.0,0.0,0.03367937356233597,50
0.16719458997249603,51,0.0,0.0,0.0,0.0,0.03343891724944115,51
0.16637666523456573,52,0.0,0.0,0.0,0.0,0.03327533230185509,52
0.16583973169326782,53,0.0,0.0,0.0,0.0,0.033167947083711624,53
0.1654488444328308,54,0.0,0.0,0.0,0.0,0.0330897681415081,54
0.1650669127702713,55,0.0,0.0,0.0,0.0,0.03301338106393814,55
0.1645796000957489,56,0.0,0.0,0.0,0.0,0.03291592001914978,56
0.16391147673130035,57,0.0,0.0,0.0,0.0,0.03278229385614395,57
0.16303308308124542,58,0.0,0.0,0.0,0.0,0.032606616616249084,58
0.16195891797542572,59,0.0,0.0,0.0,0.0,0.032391782850027084,59
0.16073797643184662,60,0.0,0.0,0.0,0.0,0.032147593796253204,60
0.15943969786167145,61,0.0,0.0,0.0,0.0,0.03188794106245041,61
0.15813779830932617,62,0.0,0.0,0.0,0.0,0.031627558171749115,62
0.15689538419246674,63,0.0,0.0,0.0,0.0,0.03137907758355141,63
0.15575343370437622,64,0.0,0.0,0.0,0.0,0.031150685623288155,64
0.15472491085529327,65,0.0,0.0,0.0,0.0,0.030944982543587685,65
0.1537952721118927,66,0.0,0.0,0.0,0.0,0.03075905703008175,66
0.15292857587337494,67,0.0,0.0,0.0,0.0,0.030585715547204018,67
0.1520775407552719,68,0.0,0.0,0.0,0.0,0.03041551075875759,68
0.15119561553001404,69,0.0,0.0,0.0,0.0,0.030239121988415718,69
0.15024709701538086,70,0.0,0.0,0.0,0.0,0.030049419030547142,70
0.14921407401561737,71,0.0,0.0,0.0,0.0,0.029842814430594444,71
0.14809800684452057,72,0.0,0.0,0.0,0.0,0.029619600623846054,72
0.1469167172908783,73,0.0,0.0,0.0,0.0,0.02938334457576275,73
0.1456974893808365,74,0.0,0.0,0.0,0.0,0.029139498248696327,74
0.14446905255317688,75,0.0,0.0,0.0,0.0,0.028893809765577316,75
0.14325423538684845,76,0.0,0.0,0.0,0.0,0.02865084819495678,76
0.14206507802009583,77,0.0,0.0,0.0,0.0,0.028413016349077225,77
0.1409018188714981,78,0.0,0.0,0.0,0.0,0.02818036451935768,78
0.13975439965724945,79,0.0,0.0,0.0,0.0,0.02795087918639183,79
0.13860705494880676,80,0.0,0.0,0.0,0.0,0.027721410617232323,80
0.13744324445724487,81,0.0,0.0,0.0,0.0,0.027488648891448975,81
0.13625027239322662,82,0.0,0.0,0.0,0.0,0.027250055223703384,82
0.13502226769924164,83,0.0,0.0,0.0,0.0,0.027004454284906387,83
0.13376085460186005,84,0.0,0.0,0.0,0.0,0.0267521720379591,84
0.13247397541999817,85,0.0,0.0,0.0,0.0,0.026494795456528664,85
0.13117262721061707,86,0.0,0.0,0.0,0.0,0.026234528049826622,86
0.1298677623271942,87,0.0,0.0,0.0,0.0,0.025973552837967873,87
0.1285668909549713,88,0.0,0.0,0.0,0.0,0.025713378563523293,88
0.12727245688438416,89,0.0,0.0,0.0,0.0,0.02545449137687683,89
0.12598176300525665,90,0.0,0.0,0.0,0.0,0.02519635297358036,90
0.12468832731246948,91,0.0,0.0,0.0,0.0,0.024937663227319717,91
0.12338445335626602,92,0.0,0.0,0.0,0.0,0.024676892906427383,92
0.12206394970417023,93,0.0,0.0,0.0,0.0,0.024412786588072777,93
0.12072378396987915,94,0.0,0.0,0.0,0.0,0.02414475753903389,94
0.11936511099338531,95,0.0,0.0,0.0,0.0,0.023873019963502884,95
0.11799228191375732,96,0.0,0.0,0.0,0.0,0.023598454892635345,96
0.1166113018989563,97,0.0,0.0,0.0,0.0,0.02332226186990738,97
0.11522788554430008,98,0.0,0.0,0.0,0.0,0.023045577108860016,98
0.11384578049182892,99,0.0,0.0,0.0,0.0,0.022769156843423843,99
0.11246616393327713,100,0.0,0.0,0.0,0.0,0.022493232041597366,100
0.11108796298503876,101,0.0,0.0,0.0,0.0,0.02221759222447872,101
0.10970909148454666,102,0.0,0.0,0.0,0.0,0.021941816434264183,102
0.10832765698432922,103,0.0,0.0,0.0,0.0,0.021665530279278755,103
0.10694321244955063,104,0.0,0.0,0.0,0.0,0.021388640627264977,104
0.1055571436882019,105,0.0,0.0,0.0,0.0,0.02111143060028553,105
0.10417237132787704,106,0.0,0.0,0.0,0.0,0.02083447203040123,106
0.10279227793216705,107,0.0,0.0,0.0,0.0,0.02055845595896244,107
0.10141989588737488,108,0.0,0.0,0.0,0.0,0.020283980295062065,108
0.10005698353052139,109,0.0,0.0,0.0,0.0,0.020011398941278458,109
0.09870390594005585,110,0.0,0.0,0.0,0.0,0.01974078081548214,110
0.09736001491546631,111,0.0,0.0,0.0,0.0,0.01947200484573841,111
0.09602461755275726,112,0.0,0.0,0.0,0.0,0.019204923883080482,112
0.09469754993915558,113,0.0,0.0,0.0,0.0,0.018939509987831116,113
0.09337984025478363,114,0.0,0.0,0.0,0.0,0.018675968050956726,114
0.09207358211278915,115,0.0,0.0,0.0,0.0,0.01841471716761589,115
0.09078134596347809,116,0.0,0.0,0.0,0.0,0.018156269565224648,116
0.08950558304786682,117,0.0,0.0,0.0,0.0,0.017901116982102394,117
0.08824802935123444,118,0.0,0.0,0.0,0.0,0.017649605870246887,118
0.08700957894325256,119,0.0,0.0,0.0,0.0,0.017401915043592453,119
0.08579061180353165,120,0.0,0.0,0.0,0.0,0.01715812273323536,120
0.08459141105413437,121,0.0,0.0,0.0,0.0,0.016918282955884933,121
0.08341259509325027,122,0.0,0.0,0.0,0.0,0.016682518646121025,122
0.08225531131029129,123,0.0,0.0,0.0,0.0,0.016451062634587288,123
0.08112102001905441,124,0.0,0.0,0.0,0.0,0.016224203631281853,124
0.08001111447811127,125,0.0,0.0,0.0,0.0,0.016002222895622253,125
0.07892659306526184,126,0.0,0.0,0.0,0.0,0.01578531786799431,126
0.07786789536476135,127,0.0,0.0,0.0,0.0,0.015573577955365181,127
0.07683508843183517,128,0.0,0.0,0.0,0.0,0.015367018058896065,128
0.07582814991474152,129,0.0,0.0,0.0,0.0,0.015165628865361214,129
0.0748472660779953,130,0.0,0.0,0.0,0.0,0.014969454146921635,130
0.07389292865991592,131,0.0,0.0,0.0,0.0,0.014778586104512215,131
0.07296579331159592,132,0.0,0.0,0.0,0.0,0.014593157917261124,132
0.07206643372774124,133,0.0,0.0,0.0,0.0,0.014413286931812763,133
0.07119506597518921,134,0.0,0.0,0.0,0.0,0.014239014126360416,134
0.07035153359174728,135,0.0,0.0,0.0,0.0,0.014070306904613972,135
0.06953544169664383,136,0.0,0.0,0.0,0.0,0.013907087035477161,136
0.06874629110097885,137,0.0,0.0,0.0,0.0,0.0137492585927248,137
0.0679837316274643,138,0.0,0.0,0.0,0.0,0.013596746139228344,138
0.06724745780229568,139,0.0,0.0,0.0,0.0,0.013449491932988167,139
0.06653713434934616,140,0.0,0.0,0.0,0.0,0.013307427987456322,140
0.06585220992565155,141,0.0,0.0,0.0,0.0,0.01317044161260128,141
0.06519190222024918,142,0.0,0.0,0.0,0.0,0.013038380071520805,142
0.06455527245998383,143,0.0,0.0,0.0,0.0,0.012911053374409676,143
0.06394129246473312,144,0.0,0.0,0.0,0.0,0.012788258492946625,144
0.06334909051656723,145,0.0,0.0,0.0,0.0,0.012669818475842476,145
0.06277776509523392,146,0.0,0.0,0.0,0.0,0.012555551715195179,146
0.062226489186286926,147,0.0,0.0,0.0,0.0,0.012445297092199326,147
0.06169426068663597,148,0.0,0.0,0.0,0.0,0.012338852509856224,148
0.061179984360933304,149,0.0,0.0,0.0,0.0,0.012235998176038265,149
0.060682471841573715,150,0.0,0.0,0.0,0.0,0.012136494740843773,150
0.06020056828856468,151,0.0,0.0,0.0,0.0,0.012040114030241966,151
0.059733156114816666,152,0.0,0.0,0.0,0.0,0.011946631595492363,152
0.05927921086549759,153,0.0,0.0,0.0,0.0,0.011855842545628548,153
0.05883770063519478,154,0.0,0.0,0.0,0.0,0.011767540127038956,154
0.058407578617334366,155,0.0,0.0,0.0,0.0,0.011681514792144299,155
0.057987745851278305,156,0.0,0.0,0.0,0.0,0.01159754954278469,156
0.05757718160748482,157,0.0,0.0,0.0,0.0,0.011515436694025993,157
0.05717490240931511,158,0.0,0.0,0.0,0.0,0.011434980668127537,158
0.056780047714710236,159,0.0,0.0,0.0,0.0,0.011356010101735592,159
0.05639180913567543,160,0.0,0.0,0.0,0.0,0.011278362013399601,160
0.056009408086538315,161,0.0,0.0,0.0,0.0,0.011201882734894753,161
0.055632106959819794,162,0.0,0.0,0.0,0.0,0.011126421391963959,162
0.055259186774492264,163,0.0,0.0,0.0,0.0,0.011051837354898453,163
0.05489001423120499,164,0.0,0.0,0.0,0.0,0.010978003963828087,164
0.05452405661344528,165,0.0,0.0,0.0,0.0,0.010904811322689056,165
0.05416085198521614,166,0.0,0.0,0.0,0.0,0.010832170024514198,166
0.053799960762262344,167,0.0,0.0,0.0,0.0,0.010759991593658924,167
0.053441014140844345,168,0.0,0.0,0.0,0.0,0.01068820245563984,168
0.053083669394254684,169,0.0,0.0,0.0,0.0,0.010616733692586422,169
0.05272765830159187,170,0.0,0.0,0.0,0.0,0.01054553221911192,170
0.05237278714776039,171,0.0,0.0,0.0,0.0,0.010474557988345623,171
0.05201888084411621,172,0.0,0.0,0.0,0.0,0.010403776541352272,172
0.05166585370898247,173,0.0,0.0,0.0,0.0,0.010333171114325523,173
0.051313601434230804,174,0.0,0.0,0.0,0.0,0.010262720286846161,174
0.05096208676695824,175,0.0,0.0,0.0,0.0,0.010192417539656162,175
0.050611283630132675,176,0.0,0.0,0.0,0.0,0.010122256353497505,176
0.050261206924915314,177,0.0,0.0,0.0,0.0,0.010052241384983063,177
0.04991194233298302,178,0.0,0.0,0.0,0.0,0.009982388466596603,178
0.049563534557819366,179,0.0,0.0,0.0,0.0,0.009912706911563873,179
