gamma_above_loss,gamma_left_loss,gamma_below_loss,gamma_right_loss,D_loss,mean_loss,epoch,step
0.4632214903831482,0.20607157051563263,0.03246975690126419,0.01056466531008482,0.0110101830214262,0.14466753602027893,0,0
0.4632214903831482,0.20607157051563263,0.03246975690126419,0.01056466531008482,0.0110101830214262,0.14466753602027893,1,1
0.4632214903831482,0.20607157051563263,0.03246975690126419,0.01056466531008482,0.0110101830214262,0.14466753602027893,2,2
0.4632214903831482,0.20607157051563263,0.03246975690126419,0.01056466531008482,0.0110101830214262,0.14466753602027893,3,3
0.4632214903831482,0.20607157051563263,0.03246975690126419,0.01056466531008482,0.0110101830214262,0.14466753602027893,4,4
